transit_timestamp,bus_route,payment_method,fare_class_category,ridership,transfers
01/31/2024 09:00:00 AM,S66,metrocard,Metrocard - Seniors & Disability,5,0
01/31/2024 12:00:00 PM,B44,metrocard,Metrocard - Seniors & Disability,142,41
01/31/2024 01:00:00 PM,M21,metrocard,Metrocard - Fair Fare,4,1
01/31/2024 02:00:00 PM,B39,metrocard,Metrocard - Seniors & Disability,3,0
01/31/2024 02:00:00 PM,B57,metrocard,Metrocard - Unlimited 30-Day,25,0
01/31/2024 02:00:00 PM,BX17,metrocard,Metrocard - Students,9,0
01/31/2024 02:00:00 PM,SIM2,omny,OMNY - Seniors & Disability,2,1
01/31/2024 05:00:00 PM,SIM11,metrocard,Metrocard - Full Fare,31,6
01/31/2024 05:00:00 PM,SIM11,metrocard,Metrocard - Other,12,0
01/31/2024 06:00:00 PM,BX22,metrocard,Metrocard - Unlimited 30-Day,43,0
01/31/2024 08:00:00 PM,M9,metrocard,Metrocard - Other,3,0
01/31/2024 10:00:00 PM,B4,omny,OMNY - Full Fare,9,1
01/31/2024 03:00:00 AM,Q27,metrocard,Metrocard - Unlimited 30-Day,2,0
01/31/2024 03:00:00 AM,S51,omny,OMNY - Full Fare,2,1
01/31/2024 08:00:00 AM,BX24,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 02:00:00 PM,S62,metrocard,Metrocard - Unlimited 7-Day,12,0
01/31/2024 06:00:00 PM,M9,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 PM,BX6,metrocard,Metrocard - Students,5,1
01/31/2024 10:00:00 PM,Q110,omny,OMNY - Full Fare,14,7
01/31/2024 10:00:00 PM,Q111,metrocard,Metrocard - Unlimited 7-Day,26,0
01/31/2024 06:00:00 AM,BX15,metrocard,Metrocard - Unlimited 30-Day,45,0
01/31/2024 06:00:00 AM,M60,metrocard,Metrocard - Fair Fare,29,5
01/31/2024 07:00:00 AM,B35,omny,OMNY - Seniors & Disability,2,1
01/31/2024 01:00:00 PM,B63,metrocard,Metrocard - Seniors & Disability,114,31
01/31/2024 01:00:00 PM,Q28,metrocard,Metrocard - Unlimited 7-Day,20,0
01/31/2024 02:00:00 PM,Q9,metrocard,Metrocard - Fair Fare,2,0
01/31/2024 05:00:00 PM,B44,metrocard,Metrocard - Seniors & Disability,74,29
01/31/2024 05:00:00 PM,S40,metrocard,Metrocard - Fair Fare,3,1
01/31/2024 08:00:00 PM,S79,metrocard,Metrocard - Seniors & Disability,12,7
01/31/2024 09:00:00 PM,B35,omny,OMNY - Seniors & Disability,1,0
01/31/2024 09:00:00 PM,Q1,omny,OMNY - Full Fare,26,20
01/31/2024 04:00:00 AM,BX36,metrocard,Metrocard - Fair Fare,10,0
01/31/2024 05:00:00 AM,Q44,metrocard,Metrocard - Fair Fare,17,2
01/31/2024 06:00:00 AM,B1,metrocard,Metrocard - Other,18,2
01/31/2024 07:00:00 AM,B49,metrocard,Metrocard - Seniors & Disability,44,4
01/31/2024 08:00:00 AM,M23,omny,OMNY - Seniors & Disability,7,2
01/31/2024 10:00:00 AM,B65,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 02:00:00 PM,NIS,metrocard,Metrocard - Unlimited 7-Day,18,0
01/31/2024 05:00:00 PM,BX40,metrocard,Metrocard - Seniors & Disability,12,7
01/31/2024 05:00:00 PM,Q6,metrocard,Metrocard - Other,16,5
01/31/2024 06:00:00 PM,M7,metrocard,Metrocard - Seniors & Disability,95,31
01/31/2024 11:00:00 PM,Q5,metrocard,Metrocard - Unlimited 7-Day,11,0
01/31/2024 05:00:00 AM,BX5,metrocard,Metrocard - Fair Fare,4,0
01/31/2024 09:00:00 AM,Q64,metrocard,Metrocard - Students,21,9
01/31/2024 10:00:00 AM,M57,metrocard,Metrocard - Unlimited 7-Day,17,0
01/31/2024 12:00:00 PM,Q9,metrocard,Metrocard - Full Fare,31,9
01/31/2024 04:00:00 PM,S91,metrocard,Metrocard - Students,4,2
01/31/2024 04:00:00 PM,SIM34,metrocard,Metrocard - Unlimited 7-Day,8,0
01/31/2024 06:00:00 PM,Q77,metrocard,Metrocard - Full Fare,38,19
01/31/2024 08:00:00 PM,BXM10,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 10:00:00 PM,Q9,metrocard,Metrocard - Seniors & Disability,2,2
01/31/2024 11:00:00 PM,B17,metrocard,Metrocard - Unlimited 7-Day,12,0
01/31/2024 06:00:00 AM,Q13,metrocard,Metrocard - Other,5,0
01/31/2024 07:00:00 AM,M66,metrocard,Metrocard - Full Fare,69,34
01/31/2024 10:00:00 AM,B63,omny,OMNY - Seniors & Disability,2,0
01/31/2024 12:00:00 PM,BX32,metrocard,Metrocard - Full Fare,26,5
01/31/2024 01:00:00 PM,BX30,metrocard,Metrocard - Other,5,0
01/31/2024 01:00:00 PM,BXM10,metrocard,Metrocard - Other,1,0
01/31/2024 01:00:00 PM,SIM6,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 03:00:00 PM,S66,metrocard,Metrocard - Full Fare,1,0
01/31/2024 04:00:00 PM,M14,omny,OMNY - Full Fare,245,60
01/31/2024 04:00:00 PM,Q18,metrocard,Metrocard - Full Fare,107,39
01/31/2024 09:00:00 PM,B38,metrocard,Metrocard - Fair Fare,15,4
01/31/2024 09:00:00 PM,Q77,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 05:00:00 AM,BX11,omny,OMNY - Full Fare,18,1
01/31/2024 06:00:00 AM,BX36,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 AM,B100,metrocard,Metrocard - Students,86,6
01/31/2024 09:00:00 AM,Q111,metrocard,Metrocard - Students,10,2
01/31/2024 11:00:00 AM,B68,metrocard,Metrocard - Full Fare,77,18
01/31/2024 11:00:00 AM,BM1,metrocard,Metrocard - Other,2,0
01/31/2024 11:00:00 AM,Q18,metrocard,Metrocard - Unlimited 7-Day,15,0
01/31/2024 04:00:00 PM,M1,metrocard,Metrocard - Fair Fare,30,6
01/31/2024 06:00:00 PM,Q42,metrocard,Metrocard - Unlimited 7-Day,7,0
01/31/2024 07:00:00 PM,B83,metrocard,Metrocard - Students,8,1
01/31/2024 05:00:00 AM,BXM3,metrocard,Metrocard - Full Fare,10,1
01/31/2024 11:00:00 AM,Q3,metrocard,Metrocard - Fair Fare,8,1
01/31/2024 03:00:00 PM,Q54,metrocard,Metrocard - Fair Fare,22,3
01/31/2024 05:00:00 PM,QM16,metrocard,Metrocard - Other,4,0
01/31/2024 07:00:00 PM,B43,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 PM,B49,metrocard,Metrocard - Students,8,4
01/31/2024 07:00:00 PM,B63,metrocard,Metrocard - Full Fare,50,13
01/31/2024 07:00:00 PM,Q110,metrocard,Metrocard - Fair Fare,8,2
01/31/2024 08:00:00 PM,M34,metrocard,Metrocard - Unlimited 30-Day,25,0
01/31/2024 05:00:00 AM,M100,metrocard,Metrocard - Full Fare,10,0
01/31/2024 07:00:00 AM,M10,omny,OMNY - Full Fare,54,9
01/31/2024 08:00:00 AM,Q22,metrocard,Metrocard - Unlimited 7-Day,22,0
01/31/2024 11:00:00 AM,B26,metrocard,Metrocard - Unlimited 30-Day,24,0
01/31/2024 11:00:00 AM,B35,metrocard,Metrocard - Seniors & Disability,97,30
01/31/2024 12:00:00 PM,Q36,metrocard,Metrocard - Students,4,2
01/31/2024 03:00:00 PM,BXM3,metrocard,Metrocard - Full Fare,8,0
01/31/2024 03:00:00 PM,M79,metrocard,Metrocard - Seniors & Disability,112,40
01/31/2024 03:00:00 PM,S55,omny,OMNY - Full Fare,3,0
01/31/2024 04:00:00 PM,S55,omny,OMNY - Full Fare,3,1
01/31/2024 04:00:00 PM,S57,metrocard,Metrocard - Seniors & Disability,6,1
01/31/2024 05:00:00 PM,Q77,metrocard,Metrocard - Students,40,9
01/31/2024 05:00:00 AM,B4,metrocard,Metrocard - Fair Fare,4,0
01/31/2024 07:00:00 PM,M23,metrocard,Metrocard - Students,6,1
01/31/2024 07:00:00 PM,Q46,metrocard,Metrocard - Full Fare,142,97
01/31/2024 11:00:00 PM,M15,metrocard,Metrocard - Other,26,0
01/31/2024 05:00:00 AM,B63,metrocard,Metrocard - Other,2,0
01/31/2024 05:00:00 AM,BXM9,metrocard,Metrocard - Unlimited 7-Day,13,0
01/31/2024 06:00:00 AM,S56,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 11:00:00 AM,S79,metrocard,Metrocard - Fair Fare,25,8
01/31/2024 04:00:00 PM,BX41,omny,OMNY - Full Fare,64,15
01/31/2024 05:00:00 PM,Q42,metrocard,Metrocard - Unlimited 7-Day,3,0
01/31/2024 07:00:00 PM,Q55,metrocard,Metrocard - Unlimited 30-Day,27,0
01/31/2024 07:00:00 PM,S66,metrocard,Metrocard - Full Fare,11,4
01/31/2024 09:00:00 PM,Q21,metrocard,Metrocard - Full Fare,4,2
01/31/2024 02:00:00 AM,B41,metrocard,Metrocard - Unlimited 30-Day,9,0
01/31/2024 04:00:00 AM,Q23,omny,OMNY - Full Fare,10,1
01/31/2024 09:00:00 AM,SIM15,metrocard,Metrocard - Other,2,0
01/31/2024 11:00:00 AM,B45,omny,OMNY - Seniors & Disability,2,1
01/31/2024 03:00:00 PM,BX22,metrocard,Metrocard - Seniors & Disability,24,11
01/31/2024 07:00:00 PM,S51,metrocard,Metrocard - Students,3,1
01/31/2024 01:00:00 AM,Q65,metrocard,Metrocard - Unlimited 30-Day,10,0
01/31/2024 02:00:00 AM,B52,omny,OMNY - Full Fare,1,0
01/31/2024 06:00:00 AM,SIM15,metrocard,Metrocard - Other,13,1
01/31/2024 09:00:00 AM,M72,omny,OMNY - Seniors & Disability,7,1
01/31/2024 11:00:00 AM,Q83,metrocard,Metrocard - Full Fare,47,11
01/31/2024 01:00:00 PM,B84,metrocard,Metrocard - Unlimited 30-Day,2,0
01/31/2024 01:00:00 PM,M21,metrocard,Metrocard - Other,5,4
01/31/2024 06:00:00 PM,B35,metrocard,Metrocard - Full Fare,161,68
01/31/2024 09:00:00 PM,BX17,metrocard,Metrocard - Unlimited 7-Day,7,0
01/31/2024 10:00:00 PM,B1,metrocard,Metrocard - Unlimited 30-Day,24,0
01/31/2024 10:00:00 PM,Q5,omny,OMNY - Full Fare,24,12
01/31/2024 03:00:00 AM,B17,metrocard,Metrocard - Unlimited 7-Day,4,0
01/31/2024 09:00:00 AM,Q9,metrocard,Metrocard - Seniors & Disability,14,2
01/31/2024 09:00:00 AM,S78,metrocard,Metrocard - Unlimited 7-Day,13,0
01/31/2024 10:00:00 AM,BX19,omny,OMNY - Full Fare,57,19
01/31/2024 11:00:00 AM,X28,metrocard,Metrocard - Other,4,0
01/31/2024 12:00:00 PM,S40,metrocard,Metrocard - Full Fare,9,3
01/31/2024 02:00:00 PM,M2,metrocard,Metrocard - Unlimited 30-Day,41,0
01/31/2024 03:00:00 PM,X38,metrocard,Metrocard - Full Fare,12,1
01/31/2024 07:00:00 PM,BX24,metrocard,Metrocard - Full Fare,2,1
01/31/2024 04:00:00 AM,Q110,metrocard,Metrocard - Full Fare,12,3
01/31/2024 06:00:00 AM,B62,metrocard,Metrocard - Unlimited 30-Day,30,0
01/31/2024 06:00:00 AM,BX24,metrocard,Metrocard - Full Fare,3,2
01/31/2024 09:00:00 AM,Q20,metrocard,Metrocard - Unlimited 30-Day,70,0
01/31/2024 02:00:00 PM,BX3,metrocard,Metrocard - Unlimited 7-Day,45,0
01/31/2024 02:00:00 PM,Q34,metrocard,Metrocard - Other,12,0
01/31/2024 03:00:00 PM,M116,omny,OMNY - Full Fare,6,3
01/31/2024 04:00:00 PM,S59,metrocard,Metrocard - Unlimited 30-Day,6,0
01/31/2024 05:00:00 PM,BX9,metrocard,Metrocard - Unlimited 30-Day,116,0
01/31/2024 08:00:00 PM,B1,metrocard,Metrocard - Full Fare,64,20
01/31/2024 02:00:00 AM,Q3,metrocard,Metrocard - Other,3,0
01/31/2024 07:00:00 AM,Q2,metrocard,Metrocard - Fair Fare,16,1
01/31/2024 08:00:00 AM,Q9,metrocard,Metrocard - Unlimited 30-Day,14,0
01/31/2024 08:00:00 AM,S59,metrocard,Metrocard - Other,7,0
01/31/2024 09:00:00 AM,Q104,metrocard,Metrocard - Full Fare,15,1
01/31/2024 10:00:00 AM,S74,metrocard,Metrocard - Seniors & Disability,19,6
01/31/2024 04:00:00 PM,S48,metrocard,Metrocard - Unlimited 7-Day,10,0
01/31/2024 05:00:00 PM,M86,metrocard,Metrocard - Unlimited 7-Day,89,0
01/31/2024 06:00:00 PM,M15,metrocard,Metrocard - Other,87,6
01/31/2024 08:00:00 PM,B41,metrocard,Metrocard - Unlimited 7-Day,59,0
01/31/2024 08:00:00 PM,QM5,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 09:00:00 PM,Q21,omny,OMNY - Full Fare,20,11
01/31/2024 06:00:00 AM,BX5,omny,OMNY - Full Fare,63,14
01/31/2024 07:00:00 AM,B3,metrocard,Metrocard - Seniors & Disability,55,14
01/31/2024 07:00:00 AM,BX33,metrocard,Metrocard - Seniors & Disability,3,2
01/31/2024 08:00:00 AM,S92,metrocard,Metrocard - Students,1,0
01/31/2024 10:00:00 AM,B26,omny,OMNY - Full Fare,81,4
01/31/2024 02:00:00 PM,Q12,metrocard,Metrocard - Students,68,9
01/31/2024 06:00:00 PM,M79,metrocard,Metrocard - Full Fare,75,23
01/31/2024 06:00:00 PM,S61,metrocard,Metrocard - Fair Fare,3,1
01/31/2024 07:00:00 PM,BX12,metrocard,Metrocard - Unlimited 30-Day,60,0
01/31/2024 08:00:00 PM,B31,omny,OMNY - Seniors & Disability,1,1
01/31/2024 08:00:00 PM,BX46,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 09:00:00 PM,Q83,metrocard,Metrocard - Other,4,0
01/31/2024 05:00:00 AM,B64,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 06:00:00 AM,BX3,metrocard,Metrocard - Unlimited 7-Day,43,0
01/31/2024 07:00:00 AM,BX3,metrocard,Metrocard - Seniors & Disability,17,5
01/31/2024 08:00:00 AM,BX12,omny,OMNY - Seniors & Disability,4,1
01/31/2024 08:00:00 AM,M2,omny,OMNY - Full Fare,207,30
01/31/2024 09:00:00 AM,S91,metrocard,Metrocard - Unlimited 30-Day,2,0
01/31/2024 10:00:00 AM,Q34,omny,OMNY - Seniors & Disability,2,0
01/31/2024 10:00:00 AM,Q37,metrocard,Metrocard - Unlimited 30-Day,24,0
01/31/2024 03:00:00 PM,Q101,metrocard,Metrocard - Unlimited 30-Day,17,0
01/31/2024 06:00:00 PM,LG,metrocard,Metrocard - Unlimited 30-Day,4,0
01/31/2024 06:00:00 PM,S54,omny,OMNY - Full Fare,10,3
01/31/2024 08:00:00 PM,B70,metrocard,Metrocard - Full Fare,12,6
01/31/2024 08:00:00 PM,S79,metrocard,Metrocard - Students,6,3
01/31/2024 09:00:00 PM,Q84,metrocard,Metrocard - Fair Fare,3,3
01/31/2024 01:00:00 AM,SIM3,omny,OMNY - Full Fare,7,1
01/31/2024 04:00:00 AM,S52,metrocard,Metrocard - Full Fare,5,0
01/31/2024 06:00:00 AM,B65,metrocard,Metrocard - Students,9,0
01/31/2024 07:00:00 AM,Q46,omny,OMNY - Seniors & Disability,7,1
01/31/2024 09:00:00 AM,M10,metrocard,Metrocard - Other,6,1
01/31/2024 09:00:00 AM,M100,metrocard,Metrocard - Unlimited 7-Day,40,0
01/31/2024 10:00:00 AM,B2,omny,OMNY - Full Fare,10,1
01/31/2024 04:00:00 PM,M5,metrocard,Metrocard - Other,14,1
01/31/2024 10:00:00 PM,Q43,metrocard,Metrocard - Other,3,0
01/31/2024 11:00:00 PM,M57,metrocard,Metrocard - Full Fare,1,0
01/31/2024 11:00:00 PM,S57,metrocard,Metrocard - Full Fare,2,0
01/31/2024 02:00:00 AM,S74,omny,OMNY - Full Fare,3,2
01/31/2024 04:00:00 AM,Q18,metrocard,Metrocard - Fair Fare,1,0
01/31/2024 04:00:00 AM,S53,metrocard,Metrocard - Unlimited 7-Day,14,0
01/31/2024 07:00:00 AM,BX17,metrocard,Metrocard - Students,32,4
01/31/2024 09:00:00 AM,BX13,metrocard,Metrocard - Full Fare,40,6
01/31/2024 10:00:00 AM,Q15,metrocard,Metrocard - Full Fare,35,8
01/31/2024 11:00:00 AM,BX4,metrocard,Metrocard - Seniors & Disability,44,17
01/31/2024 01:00:00 PM,B2,metrocard,Metrocard - Other,1,0
01/31/2024 01:00:00 PM,Q102,metrocard,Metrocard - Full Fare,26,7
01/31/2024 03:00:00 PM,BX12,metrocard,Metrocard - Fair Fare,124,20
01/31/2024 03:00:00 PM,Q17,metrocard,Metrocard - Unlimited 7-Day,48,0
01/31/2024 05:00:00 PM,BX33,metrocard,Metrocard - Unlimited 30-Day,14,0
01/31/2024 06:00:00 PM,B48,metrocard,Metrocard - Unlimited 7-Day,11,0
01/31/2024 07:00:00 PM,Q54,metrocard,Metrocard - Seniors & Disability,10,2
01/31/2024 02:00:00 AM,B3,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 04:00:00 AM,B6,metrocard,Metrocard - Other,11,0
01/31/2024 06:00:00 AM,Q17,metrocard,Metrocard - Students,58,10
01/31/2024 06:00:00 AM,QM18,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 08:00:00 AM,Q8,omny,OMNY - Full Fare,136,13
01/31/2024 09:00:00 AM,S42,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 09:00:00 AM,S59,metrocard,Metrocard - Other,1,0
01/31/2024 10:00:00 AM,Q36,metrocard,Metrocard - Full Fare,39,6
01/31/2024 12:00:00 PM,M15,metrocard,Metrocard - Students,29,4
01/31/2024 02:00:00 PM,Q88,metrocard,Metrocard - Unlimited 30-Day,59,0
01/31/2024 05:00:00 PM,M21,omny,OMNY - Full Fare,36,3
01/31/2024 05:00:00 PM,M31,metrocard,Metrocard - Other,21,2
01/31/2024 07:00:00 PM,SIM24,metrocard,Metrocard - Full Fare,18,1
01/31/2024 08:00:00 PM,BX25,metrocard,Metrocard - Full Fare,6,2
01/31/2024 08:00:00 PM,S57,metrocard,Metrocard - Full Fare,1,0
01/31/2024 04:00:00 AM,BX15,metrocard,Metrocard - Unlimited 7-Day,14,0
01/31/2024 04:00:00 AM,Q12,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 05:00:00 AM,BX39,omny,OMNY - Full Fare,12,1
01/31/2024 05:00:00 AM,BXM11,metrocard,Metrocard - Seniors & Disability,5,0
01/31/2024 06:00:00 AM,Q13,metrocard,Metrocard - Unlimited 7-Day,38,0
01/31/2024 06:00:00 AM,S51,metrocard,Metrocard - Seniors & Disability,8,0
01/31/2024 07:00:00 AM,BXM3,omny,OMNY - Full Fare,87,1
01/31/2024 09:00:00 AM,S54,metrocard,Metrocard - Unlimited 7-Day,3,0
01/31/2024 10:00:00 AM,QM2,omny,OMNY - Seniors & Disability,1,0
01/31/2024 11:00:00 AM,B8,metrocard,Metrocard - Full Fare,77,18
01/31/2024 11:00:00 AM,B83,metrocard,Metrocard - Other,11,3
01/31/2024 11:00:00 AM,S53,omny,OMNY - Full Fare,39,7
01/31/2024 12:00:00 PM,Q11,metrocard,Metrocard - Full Fare,12,6
01/31/2024 03:00:00 PM,M55,metrocard,Metrocard - Full Fare,16,3
01/31/2024 07:00:00 PM,B35,metrocard,Metrocard - Fair Fare,47,10
01/31/2024 08:00:00 PM,B15,metrocard,Metrocard - Full Fare,49,17
01/31/2024 08:00:00 PM,Q1,metrocard,Metrocard - Full Fare,16,11
01/31/2024 08:00:00 PM,Q37,metrocard,Metrocard - Fair Fare,8,3
01/31/2024 09:00:00 PM,Q47,metrocard,Metrocard - Unlimited 30-Day,44,0
01/31/2024 11:00:00 PM,Q37,metrocard,Metrocard - Seniors & Disability,3,0
01/31/2024 01:00:00 AM,BX23,omny,OMNY - Full Fare,3,3
01/31/2024 09:00:00 AM,M100,metrocard,Metrocard - Unlimited 30-Day,33,0
01/31/2024 10:00:00 AM,M15,omny,OMNY - Seniors & Disability,40,6
01/31/2024 02:00:00 PM,Q22,omny,OMNY - Full Fare,30,2
01/31/2024 04:00:00 PM,BX27,metrocard,Metrocard - Full Fare,26,15
01/31/2024 05:00:00 PM,BX25,metrocard,Metrocard - Unlimited 30-Day,11,0
01/31/2024 07:00:00 PM,S52,metrocard,Metrocard - Full Fare,10,6
01/31/2024 09:00:00 PM,S54,metrocard,Metrocard - Full Fare,8,0
01/31/2024 11:00:00 PM,BX41,metrocard,Metrocard - Fair Fare,4,0
01/31/2024 04:00:00 AM,NIS,omny,OMNY - Full Fare,17,0
01/31/2024 04:00:00 AM,Q56,metrocard,Metrocard - Other,3,0
01/31/2024 07:00:00 AM,B83,omny,OMNY - Seniors & Disability,1,0
01/31/2024 07:00:00 AM,BX8,metrocard,Metrocard - Fair Fare,25,2
01/31/2024 08:00:00 AM,SIM25,metrocard,Metrocard - Unlimited 7-Day,2,0
01/31/2024 08:00:00 AM,X64,metrocard,Metrocard - Other,2,0
01/31/2024 09:00:00 AM,Q25,omny,OMNY - Full Fare,420,120
01/31/2024 11:00:00 AM,B63,metrocard,Metrocard - Unlimited 7-Day,25,0
01/31/2024 12:00:00 PM,Q28,metrocard,Metrocard - Unlimited 30-Day,26,0
01/31/2024 01:00:00 PM,Q77,omny,OMNY - Full Fare,40,8
01/31/2024 04:00:00 PM,Q26,omny,OMNY - Full Fare,29,22
01/31/2024 01:00:00 AM,M50,metrocard,Metrocard - Unlimited 7-Day,1,0
01/31/2024 01:00:00 AM,Q47,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 03:00:00 AM,Q10,omny,OMNY - Seniors & Disability,1,1
01/31/2024 05:00:00 AM,BX40,metrocard,Metrocard - Other,2,0
01/31/2024 05:00:00 AM,SIM11,metrocard,Metrocard - Seniors & Disability,1,0
01/31/2024 06:00:00 AM,Q30,omny,OMNY - Seniors & Disability,3,0
01/31/2024 06:00:00 AM,S90,metrocard,Metrocard - Seniors & Disability,6,0
01/31/2024 07:00:00 AM,B74,metrocard,Metrocard - Seniors & Disability,24,5
01/31/2024 08:00:00 AM,BX25,metrocard,Metrocard - Unlimited 7-Day,26,0
01/31/2024 08:00:00 AM,Q46,omny,OMNY - Full Fare,499,127
01/31/2024 12:00:00 PM,B43,metrocard,Metrocard - Seniors & Disability,55,12
01/31/2024 12:00:00 PM,B84,metrocard,Metrocard - Seniors & Disability,4,3
01/31/2024 12:00:00 PM,BX23,metrocard,Metrocard - Unlimited 30-Day,7,0
01/31/2024 02:00:00 PM,BX33,metrocard,Metrocard - Fair Fare,4,2
01/31/2024 04:00:00 PM,B70,metrocard,Metrocard - Fair Fare,26,5
01/31/2024 05:00:00 PM,Q103,metrocard,Metrocard - Unlimited 30-Day,9,0
01/31/2024 08:00:00 PM,BX12,omny,OMNY - Full Fare,61,16
01/31/2024 08:00:00 PM,BX22,metrocard,Metrocard - Full Fare,29,4
01/31/2024 08:00:00 PM,M101,omny,OMNY - Full Fare,159,26
01/31/2024 09:00:00 PM,M96,metrocard,Metrocard - Other,2,0
01/31/2024 05:00:00 AM,BX3,metrocard,Metrocard - Full Fare,11,1
01/31/2024 06:00:00 AM,Q66,metrocard,Metrocard - Students,65,3
01/31/2024 07:00:00 AM,M9,metrocard,Metrocard - Unlimited 7-Day,19,0
01/31/2024 07:00:00 AM,Q31,omny,OMNY - Full Fare,82,20
01/31/2024 07:00:00 AM,SIM25,metrocard,Metrocard - Other,12,0
01/31/2024 08:00:00 AM,Q36,metrocard,Metrocard - Students,40,2
01/31/2024 09:00:00 AM,SIM11,metrocard,Metrocard - Unlimited 7-Day,4,0
01/31/2024 12:00:00 PM,B69,metrocard,Metrocard - Full Fare,15,4
01/31/2024 03:00:00 PM,M7,omny,OMNY - Full Fare,179,41
01/31/2024 03:00:00 PM,Q17,metrocard,Metrocard - Seniors & Disability,71,20
01/31/2024 04:00:00 PM,M60,metrocard,Metrocard - Unlimited 7-Day,62,0
01/31/2024 04:00:00 PM,S74,omny,OMNY - Seniors & Disability,1,0
01/31/2024 06:00:00 PM,B14,metrocard,Metrocard - Unlimited 30-Day,18,0
01/31/2024 09:00:00 PM,BX21,metrocard,Metrocard - Other,6,0
01/31/2024 11:00:00 PM,Q29,metrocard,Metrocard - Seniors & Disability,1,1
01/31/2024 11:00:00 PM,Q33,omny,OMNY - Full Fare,24,17
01/31/2024 02:00:00 AM,B1,metrocard,Metrocard - Unlimited 30-Day,1,0
01/31/2024 02:00:00 AM,B6,metrocard,Metrocard - Full Fare,2,1
01/31/2024 03:00:00 AM,Q6,omny,OMNY - Full Fare,4,0
01/31/2024 04:00:00 AM,B17,metrocard,Metrocard - Full Fare,6,0
01/31/2024 05:00:00 AM,B64,omny,OMNY - Seniors & Disability,1,0
01/31/2024 05:00:00 AM,BX23,metrocard,Metrocard - Seniors & Disability,6,1
01/31/2024 07:00:00 AM,B16,metrocard,Metrocard - Other,8,0
01/31/2024 07:00:00 AM,B4,metrocard,Metrocard - Students,217,15
01/31/2024 08:00:00 AM,B25,metrocard,Metrocard - Seniors & Disability,34,14
01/31/2024 10:00:00 AM,BXM8,omny,OMNY - Full Fare,19,2
01/31/2024 11:00:00 AM,BX23,metrocard,Metrocard - Students,1,1
01/31/2024 05:00:00 PM,M42,metrocard,Metrocard - Students,3,1
01/31/2024 06:00:00 PM,Q44,metrocard,Metrocard - Fair Fare,43,8
01/31/2024 09:00:00 PM,Q2,metrocard,Metrocard - Seniors & Disability,2,0
01/31/2024 11:00:00 PM,SIM4,metrocard,Metrocard - Other,4,0
01/31/2024 05:00:00 AM,Q54,metrocard,Metrocard - Other,8,0
01/31/2024 11:00:00 AM,Q113,metrocard,Metrocard - Fair Fare,10,4
01/31/2024 03:00:00 PM,Q56,metrocard,Metrocard - Full Fare,57,16
01/31/2024 07:00:00 PM,BX20,metrocard,Metrocard - Unlimited 30-Day,2,0
01/31/2024 07:00:00 PM,Q16,metrocard,Metrocard - Unlimited 7-Day,14,0
01/31/2024 07:00:00 PM,Q7,metrocard,Metrocard - Students,3,0
01/31/2024 09:00:00 PM,Q5,metrocard,Metrocard - Seniors & Disability,6,4
01/31/2024 10:00:00 PM,B103,metrocard,Metrocard - Unlimited 7-Day,13,0
01/31/2024 06:00:00 AM,QM17,omny,OMNY - Full Fare,40,0
01/31/2024 08:00:00 AM,B49,metrocard,Metrocard - Unlimited 30-Day,99,0
01/31/2024 09:00:00 AM,BX9,metrocard,Metrocard - Other,25,2
01/31/2024 10:00:00 AM,M103,omny,OMNY - Full Fare,128,36
01/31/2024 11:00:00 AM,BX12,omny,OMNY - Seniors & Disability,5,2
01/31/2024 11:00:00 AM,M21,metrocard,Metrocard - Students,6,2
01/31/2024 11:00:00 AM,S44,metrocard,Metrocard - Unlimited 7-Day,8,0
01/31/2024 12:00:00 PM,B68,metrocard,Metrocard - Full Fare,79,17
01/31/2024 03:00:00 PM,BX6,metrocard,Metrocard - Seniors & Disability,42,18
01/31/2024 05:00:00 PM,BX29,metrocard,Metrocard - Other,1,0
01/31/2024 07:00:00 PM,Q18,metrocard,Metrocard - Students,20,6
01/31/2024 07:00:00 AM,M55,metrocard,Metrocard - Other,4,2
01/31/2024 07:00:00 AM,Q102,metrocard,Metrocard - Fair Fare,23,4
01/31/2024 09:00:00 AM,M11,metrocard,Metrocard - Unlimited 30-Day,41,0
01/31/2024 11:00:00 AM,Q30,metrocard,Metrocard - Students,11,1
01/31/2024 03:00:00 PM,S74,metrocard,Metrocard - Unlimited 7-Day,9,0
01/31/2024 05:00:00 PM,BX30,metrocard,Metrocard - Unlimited 30-Day,33,0
